community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Pullman,50,7000,Simple Assault,91,60,78,72,93,105,99,5,96,297,99,8.8,5.5,-3,-3,1300,857.1,1114.3,1028.6,1328.6,1500,1414.3,1371.4,1414.3
Pullman,50,7000,Simple Battery,210,164,128,117,193,151,164,12,164,508,169.3,-21.9,-21.9,0,-3,3000,2342.9,1828.6,1671.4,2757.1,2157.1,2342.9,2342.9,2418.6
Pullman,50,7000,Stolen Property,0,1,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,14.3,0,28.6,0,0,0,0,0
Pullman,50,7000,Theft,199,120,105,101,150,232,216,20,208,598,199.3,8.5,4.5,-3.7,4,2842.9,1714.3,1500,1442.9,2142.9,3314.3,3085.7,2971.4,2847.1
Pullman,50,7000,Theft Over $500,36,24,55,57,61,50,50,4,48,161,53.7,38.9,33.3,-4,-11,514.3,342.9,785.7,814.3,871.4,714.3,714.3,685.7,767.1
Pullman,50,7000,Vandalism,133,123,120,133,120,111,117,5,115,348,116,-12,-13.5,-1.7,-1,1900,1757.1,1714.3,1900,1714.3,1585.7,1671.4,1642.9,1657.1
Pullman,50,7000,Weapons Violation,39,48,59,44,47,51,29,3,32,127,42.3,-25.6,-17.9,10.3,-24,557.1,685.7,842.9,628.6,671.4,728.6,414.3,457.1,604.3
South Deering,51,14000,Aggravated Assault,50,59,74,81,73,67,69,3,65,209,69.7,38,30,-5.8,-7,357.1,421.4,528.6,578.6,521.4,478.6,492.9,464.3,497.9
South Deering,51,14000,Aggravated Battery,65,80,81,74,75,91,67,2,64,233,77.7,3.1,-1.5,-4.5,-18,464.3,571.4,578.6,528.6,535.7,650,478.6,457.1,555
South Deering,51,14000,Arson,4,1,4,3,4,1,3,0,2,8,2.7,-25,-50,-33.3,-26,28.6,7.1,28.6,21.4,28.6,7.1,21.4,14.3,19.3
South Deering,51,14000,Burglary,56,56,39,40,49,44,54,5,57,147,49,-3.6,1.8,5.6,16,400,400,278.6,285.7,350,314.3,385.7,407.1,350
South Deering,51,14000,Criminal Sexual Abuse,5,5,4,6,5,10,6,0,4,21,7,20,-20,-33.3,-43,35.7,35.7,28.6,42.9,35.7,71.4,42.9,28.6,50
South Deering,51,14000,Criminal Sexual Assault,9,4,11,6,8,11,6,0,6,25,8.3,-33.3,-33.3,0,-28,64.3,28.6,78.6,42.9,57.1,78.6,42.9,42.9,59.3
South Deering,51,14000,Disorderly Conduct,24,11,1,6,9,9,4,1,5,22,7.3,-83.3,-79.2,25,-32,171.4,78.6,7.1,42.9,64.3,64.3,28.6,35.7,52.1
South Deering,51,14000,Drug Abuse,65,26,8,12,18,7,25,2,25,50,16.7,-61.5,-61.5,0,50,464.3,185.7,57.1,85.7,128.6,50,178.6,178.6,119.3
South Deering,51,14000,Embezzlement,2,0,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,14.3,0,0,7.1,0,0,0,0,0
South Deering,51,14000,Forgery & Counterfeiting,7,11,7,7,10,8,8,0,7,26,8.7,14.3,0,-12.5,-20,50,78.6,50,50,71.4,57.1,57.1,50,62.1
South Deering,51,14000,Fraud,87,113,117,91,81,93,83,2,79,257,85.7,-4.6,-9.2,-4.8,-8,621.4,807.1,835.7,650,578.6,664.3,592.9,564.3,612.1
South Deering,51,14000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
South Deering,51,14000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
South Deering,51,14000,Involuntary Manslaughter,1,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,7.1,7.1,0,0,0,0,0,0,0
South Deering,51,14000,Liquor License,2,0,1,6,0,1,1,0,1,2,0.7,-50,-50,0,43,14.3,0,7.1,42.9,0,7.1,7.1,7.1,5
South Deering,51,14000,Misc Non-Index Offense,216,135,167,165,214,169,176,9,175,559,186.3,-18.5,-19,-0.6,-6,1542.9,964.3,1192.9,1178.6,1528.6,1207.1,1257.1,1250,1330.7
South Deering,51,14000,Motor Vehicle Theft,58,73,86,193,336,197,189,13,189,722,240.7,225.9,225.9,0,-21,414.3,521.4,614.3,1378.6,2400,1407.1,1350,1350,1719.3
South Deering,51,14000,Murder,1,9,6,7,5,2,5,0,5,12,4,400,400,0,25,7.1,64.3,42.9,50,35.7,14.3,35.7,35.7,28.6
South Deering,51,14000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
South Deering,51,14000,Offenses Against Family,6,11,8,4,8,8,6,1,7,22,7.3,0,16.7,16.7,-4,42.9,78.6,57.1,28.6,57.1,57.1,42.9,50,52.1
South Deering,51,14000,Prostitution,2,0,2,1,1,0,1,0,1,2,0.7,-50,-50,0,43,14.3,0,14.3,7.1,7.1,0,7.1,7.1,5
South Deering,51,14000,Robbery,46,58,41,54,78,45,58,2,57,181,60.3,26.1,23.9,-1.7,-5,328.6,414.3,292.9,385.7,557.1,321.4,414.3,407.1,430.7
South Deering,51,14000,Simple Assault,155,144,139,132,127,126,132,6,133,385,128.3,-14.8,-14.2,0.8,4,1107.1,1028.6,992.9,942.9,907.1,900,942.9,950,916.4
South Deering,51,14000,Simple Battery,295,268,198,216,246,240,267,20,261,753,251,-9.5,-11.5,-2.2,4,2107.1,1914.3,1414.3,1542.9,1757.1,1714.3,1907.1,1864.3,1792.9
South Deering,51,14000,Stolen Property,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,7.1,0,0,0,0,0
South Deering,51,14000,Theft,373,194,167,176,205,292,278,24,273,775,258.3,-25.5,-26.8,-1.8,6,2664.3,1385.7,1192.9,1257.1,1464.3,2085.7,1985.7,1950,1845
South Deering,51,14000,Theft Over $500,93,89,75,112,136,115,102,0,89,353,117.7,9.7,-4.3,-12.7,-24,664.3,635.7,535.7,800,971.4,821.4,728.6,635.7,840.7
South Deering,51,14000,Vandalism,177,214,168,292,287,283,255,14,255,825,275,44.1,44.1,0,-7,1264.3,1528.6,1200,2085.7,2050,2021.4,1821.4,1821.4,1964.3
South Deering,51,14000,Weapons Violation,59,78,61,94,93,71,46,2,43,210,70,-22,-27.1,-6.5,-39,421.4,557.1,435.7,671.4,664.3,507.1,328.6,307.1,500
East Side,52,22000,Aggravated Assault,26,25,35,50,68,50,42,3,41,160,53.3,61.5,57.7,-2.4,-23,118.2,113.6,159.1,227.3,309.1,227.3,190.9,186.4,242.3
East Side,52,22000,Aggravated Battery,34,38,45,36,42,48,60,1,57,150,50,76.5,67.6,-5,14,154.5,172.7,204.5,163.6,190.9,218.2,272.7,259.1,227.3
East Side,52,22000,Arson,5,9,10,2,1,5,2,0,2,8,2.7,-60,-60,0,-26,22.7,40.9,45.5,9.1,4.5,22.7,9.1,9.1,12.3
East Side,52,22000,Burglary,31,26,30,35,33,52,44,5,48,129,43,41.9,54.8,9.1,12,140.9,118.2,136.4,159.1,150,236.4,200,218.2,195.5
East Side,52,22000,Criminal Sexual Abuse,7,3,7,6,11,10,7,1,8,28,9.3,0,14.3,14.3,-14,31.8,13.6,31.8,27.3,50,45.5,31.8,36.4,42.3
East Side,52,22000,Criminal Sexual Assault,2,3,9,5,10,9,1,0,1,20,6.7,-50,-50,0,-85,9.1,13.6,40.9,22.7,45.5,40.9,4.5,4.5,30.5
East Side,52,22000,Disorderly Conduct,16,7,1,6,6,2,7,1,7,15,5,-56.2,-56.2,0,40,72.7,31.8,4.5,27.3,27.3,9.1,31.8,31.8,22.7
East Side,52,22000,Drug Abuse,47,14,5,5,12,8,15,1,13,35,11.7,-68.1,-72.3,-13.3,11,213.6,63.6,22.7,22.7,54.5,36.4,68.2,59.1,53.2
East Side,52,22000,Embezzlement,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,4.5,0,0,0,0,0
East Side,52,22000,Forgery & Counterfeiting,5,4,6,4,10,3,4,0,4,17,5.7,-20,-20,0,-30,22.7,18.2,27.3,18.2,45.5,13.6,18.2,18.2,25.9
East Side,52,22000,Fraud,35,77,78,58,41,45,47,4,50,133,44.3,34.3,42.9,6.4,13,159.1,350,354.5,263.6,186.4,204.5,213.6,227.3,201.4
East Side,52,22000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
East Side,52,22000,Human Trafficking,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,4.5,0,0,0,0,0,0,0,0
East Side,52,22000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
East Side,52,22000,Liquor License,0,0,1,6,1,1,2,0,1,4,1.3,NA,NA,-50,-23,0,0,4.5,27.3,4.5,4.5,9.1,4.5,5.9
East Side,52,22000,Misc Non-Index Offense,147,99,114,135,192,147,158,7,148,497,165.7,7.5,0.7,-6.3,-11,668.2,450,518.2,613.6,872.7,668.2,718.2,672.7,753.2
East Side,52,22000,Motor Vehicle Theft,39,46,53,75,141,176,203,16,205,520,173.3,420.5,425.6,1,18,177.3,209.1,240.9,340.9,640.9,800,922.7,931.8,787.7
East Side,52,22000,Murder,6,4,2,3,5,3,6,0,6,14,4.7,0,0,0,28,27.3,18.2,9.1,13.6,22.7,13.6,27.3,27.3,21.4
East Side,52,22000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
East Side,52,22000,Offenses Against Family,11,3,7,6,9,10,2,1,3,21,7,-81.8,-72.7,50,-57,50,13.6,31.8,27.3,40.9,45.5,9.1,13.6,31.8
East Side,52,22000,Prostitution,0,0,0,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,9.1,0,0,0,3.2
East Side,52,22000,Robbery,19,15,25,39,29,23,19,0,18,71,23.7,0,-5.3,-5.3,-24,86.4,68.2,113.6,177.3,131.8,104.5,86.4,81.8,107.7
East Side,52,22000,Simple Assault,82,68,87,73,114,80,119,8,117,313,104.3,45.1,42.7,-1.7,12,372.7,309.1,395.5,331.8,518.2,363.6,540.9,531.8,474.1
East Side,52,22000,Simple Battery,187,181,161,213,212,189,202,13,202,603,201,8,8,0,0,850,822.7,731.8,968.2,963.6,859.1,918.2,918.2,913.6
East Side,52,22000,Stolen Property,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
East Side,52,22000,Theft,106,99,78,117,170,135,156,13,147,461,153.7,47.2,38.7,-5.8,-4,481.8,450,354.5,531.8,772.7,613.6,709.1,668.2,698.6
East Side,52,22000,Theft Over $500,33,30,47,78,104,59,46,3,46,209,69.7,39.4,39.4,0,-34,150,136.4,213.6,354.5,472.7,268.2,209.1,209.1,316.8
East Side,52,22000,Vandalism,122,144,162,166,190,196,218,15,221,604,201.3,78.7,81.1,1.4,10,554.5,654.5,736.4,754.5,863.6,890.9,990.9,1004.5,915
East Side,52,22000,Weapons Violation,45,60,49,46,74,49,43,4,44,166,55.3,-4.4,-2.2,2.3,-20,204.5,272.7,222.7,209.1,336.4,222.7,195.5,200,251.4
West Pullman,53,26000,Aggravated Assault,105,171,159,146,156,149,108,5,106,413,137.7,2.9,1,-1.9,-23,403.8,657.7,611.5,561.5,600,573.1,415.4,407.7,529.6
West Pullman,53,26000,Aggravated Battery,193,188,205,138,156,152,102,7,102,410,136.7,-47.2,-47.2,0,-25,742.3,723.1,788.5,530.8,600,584.6,392.3,392.3,525.8
West Pullman,53,26000,Arson,7,14,16,6,12,16,14,0,13,42,14,100,85.7,-7.1,-7,26.9,53.8,61.5,23.1,46.2,61.5,53.8,50,53.8
West Pullman,53,26000,Burglary,181,314,258,159,82,108,165,14,174,355,118.3,-8.8,-3.9,5.5,47,696.2,1207.7,992.3,611.5,315.4,415.4,634.6,669.2,455
West Pullman,53,26000,Criminal Sexual Abuse,28,26,7,9,20,12,20,5,25,52,17.3,-28.6,-10.7,25,45,107.7,100,26.9,34.6,76.9,46.2,76.9,96.2,66.5
West Pullman,53,26000,Criminal Sexual Assault,27,27,21,18,21,20,18,0,15,59,19.7,-33.3,-44.4,-16.7,-24,103.8,103.8,80.8,69.2,80.8,76.9,69.2,57.7,75.8
West Pullman,53,26000,Disorderly Conduct,55,14,8,11,15,25,40,3,39,80,26.7,-27.3,-29.1,-2.5,46,211.5,53.8,30.8,42.3,57.7,96.2,153.8,150,102.7
West Pullman,53,26000,Drug Abuse,162,85,35,43,49,75,62,3,57,186,62,-61.7,-64.8,-8.1,-8,623.1,326.9,134.6,165.4,188.5,288.5,238.5,219.2,238.5
West Pullman,53,26000,Embezzlement,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3.8,0,0,0,0,0,0
West Pullman,53,26000,Forgery & Counterfeiting,15,10,13,5,23,15,9,0,8,47,15.7,-40,-46.7,-11.1,-49,57.7,38.5,50,19.2,88.5,57.7,34.6,30.8,60.4
West Pullman,53,26000,Fraud,184,236,219,170,162,194,148,8,134,504,168,-19.6,-27.2,-9.5,-20,707.7,907.7,842.3,653.8,623.1,746.2,569.2,515.4,646.2
West Pullman,53,26000,Gambling,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3.8,0,0,0,0,0,0
West Pullman,53,26000,Human Trafficking,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3.8,0,0,0,0,0,0
West Pullman,53,26000,Involuntary Manslaughter,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,3.8,0,0,0,0,0
West Pullman,53,26000,Liquor License,1,0,5,1,1,4,0,0,0,5,1.7,-100,-100,NA,-100,3.8,0,19.2,3.8,3.8,15.4,0,0,6.5
West Pullman,53,26000,Misc Non-Index Offense,459,362,308,317,329,392,397,38,393,1118,372.7,-13.5,-14.4,-1,5,1765.4,1392.3,1184.6,1219.2,1265.4,1507.7,1526.9,1511.5,1433.5
West Pullman,53,26000,Motor Vehicle Theft,150,165,154,392,480,329,287,17,281,1096,365.3,91.3,87.3,-2.1,-23,576.9,634.6,592.3,1507.7,1846.2,1265.4,1103.8,1080.8,1405
West Pullman,53,26000,Murder,6,19,37,22,13,19,8,1,9,40,13.3,33.3,50,12.5,-32,23.1,73.1,142.3,84.6,50,73.1,30.8,34.6,51.2
West Pullman,53,26000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Pullman,53,26000,Offenses Against Family,24,20,22,17,15,12,11,0,10,38,12.7,-54.2,-58.3,-9.1,-21,92.3,76.9,84.6,65.4,57.7,46.2,42.3,38.5,48.8
West Pullman,53,26000,Prostitution,14,5,4,3,0,1,1,0,1,2,0.7,-92.9,-92.9,0,43,53.8,19.2,15.4,11.5,0,3.8,3.8,3.8,2.7
West Pullman,53,26000,Robbery,90,110,95,86,90,109,74,6,75,273,91,-17.8,-16.7,1.4,-18,346.2,423.1,365.4,330.8,346.2,419.2,284.6,288.5,350
West Pullman,53,26000,Simple Assault,237,205,249,194,209,255,237,18,235,701,233.7,0,-0.8,-0.8,1,911.5,788.5,957.7,746.2,803.8,980.8,911.5,903.8,898.8
West Pullman,53,26000,Simple Battery,701,629,479,457,520,514,497,42,508,1531,510.3,-29.1,-27.5,2.2,-0,2696.2,2419.2,1842.3,1757.7,2000,1976.9,1911.5,1953.8,1962.7
West Pullman,53,26000,Stolen Property,1,0,0,3,0,0,2,0,2,2,0.7,100,100,0,186,3.8,0,0,11.5,0,0,7.7,7.7,2.7
West Pullman,53,26000,Theft,356,325,259,283,312,356,325,18,315,993,331,-8.7,-11.5,-3.1,-5,1369.2,1250,996.2,1088.5,1200,1369.2,1250,1211.5,1273.1
West Pullman,53,26000,Theft Over $500,156,125,144,173,211,203,145,5,137,559,186.3,-7.1,-12.2,-5.5,-26,600,480.8,553.8,665.4,811.5,780.8,557.7,526.9,716.5
West Pullman,53,26000,Vandalism,508,567,533,495,482,558,463,26,442,1503,501,-8.9,-13,-4.5,-12,1953.8,2180.8,2050,1903.8,1853.8,2146.2,1780.8,1700,1926.9
West Pullman,53,26000,Weapons Violation,211,247,316,254,250,187,91,3,86,528,176,-56.9,-59.2,-5.5,-51,811.5,950,1215.4,976.9,961.5,719.2,350,330.8,676.9
Riverdale,54,7000,Aggravated Assault,47,51,68,53,75,73,51,7,55,199,66.3,8.5,17,7.8,-17,671.4,728.6,971.4,757.1,1071.4,1042.9,728.6,785.7,947.1
Riverdale,54,7000,Aggravated Battery,64,45,61,55,66,67,47,5,48,180,60,-26.6,-25,2.1,-20,914.3,642.9,871.4,785.7,942.9,957.1,671.4,685.7,857.1
Riverdale,54,7000,Arson,3,1,3,1,1,5,5,0,4,11,3.7,66.7,33.3,-20,8,42.9,14.3,42.9,14.3,14.3,71.4,71.4,57.1,52.9
Riverdale,54,7000,Burglary,40,26,28,38,30,18,21,5,25,69,23,-47.5,-37.5,19,9,571.4,371.4,400,542.9,428.6,257.1,300,357.1,328.6
Riverdale,54,7000,Criminal Sexual Abuse,8,2,2,6,8,5,2,0,2,15,5,-75,-75,0,-60,114.3,28.6,28.6,85.7,114.3,71.4,28.6,28.6,71.4
Riverdale,54,7000,Criminal Sexual Assault,7,8,7,7,20,12,6,1,7,38,12.7,-14.3,0,16.7,-45,100,114.3,100,100,285.7,171.4,85.7,100,181.4
Riverdale,54,7000,Disorderly Conduct,21,8,3,3,1,7,4,0,4,12,4,-81,-81,0,0,300,114.3,42.9,42.9,14.3,100,57.1,57.1,57.1
Riverdale,54,7000,Drug Abuse,30,13,4,6,3,3,5,1,5,11,3.7,-83.3,-83.3,0,35,428.6,185.7,57.1,85.7,42.9,42.9,71.4,71.4,52.9
Riverdale,54,7000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Riverdale,54,7000,Forgery & Counterfeiting,2,2,0,1,2,3,1,0,1,6,2,-50,-50,0,-50,28.6,28.6,0,14.3,28.6,42.9,14.3,14.3,28.6
Riverdale,54,7000,Fraud,36,50,42,44,29,31,18,1,18,78,26,-50,-50,0,-31,514.3,714.3,600,628.6,414.3,442.9,257.1,257.1,371.4
Riverdale,54,7000,Gambling,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,14.3,0,0,4.3
Riverdale,54,7000,Human Trafficking,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.3,14.3,0,0,0,0,0
Riverdale,54,7000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Riverdale,54,7000,Liquor License,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Riverdale,54,7000,Misc Non-Index Offense,199,111,104,121,98,100,127,6,125,325,108.3,-36.2,-37.2,-1.6,15,2842.9,1585.7,1485.7,1728.6,1400,1428.6,1814.3,1785.7,1547.1
Riverdale,54,7000,Motor Vehicle Theft,45,43,57,134,139,100,82,3,72,321,107,82.2,60,-12.2,-33,642.9,614.3,814.3,1914.3,1985.7,1428.6,1171.4,1028.6,1528.6
Riverdale,54,7000,Murder,3,8,5,7,6,1,8,0,7,15,5,166.7,133.3,-12.5,40,42.9,114.3,71.4,100,85.7,14.3,114.3,100,71.4
Riverdale,54,7000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Riverdale,54,7000,Offenses Against Family,12,9,11,13,17,5,5,0,3,27,9,-58.3,-75,-40,-67,171.4,128.6,157.1,185.7,242.9,71.4,71.4,42.9,128.6
Riverdale,54,7000,Prostitution,2,0,1,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,28.6,0,14.3,0,0,14.3,0,0,4.3
Riverdale,54,7000,Robbery,24,37,21,43,40,26,32,2,32,98,32.7,33.3,33.3,0,-2,342.9,528.6,300,614.3,571.4,371.4,457.1,457.1,467.1
Riverdale,54,7000,Simple Assault,129,84,111,106,107,106,115,6,114,328,109.3,-10.9,-11.6,-0.9,4,1842.9,1200,1585.7,1514.3,1528.6,1514.3,1642.9,1628.6,1561.4
Riverdale,54,7000,Simple Battery,287,238,198,229,238,253,230,17,224,721,240.3,-19.9,-22,-2.6,-7,4100,3400,2828.6,3271.4,3400,3614.3,3285.7,3200,3432.9
Riverdale,54,7000,Stolen Property,0,0,0,1,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,14.3,14.3,0,0,0,4.3
Riverdale,54,7000,Theft,125,91,75,87,101,95,85,11,88,281,93.7,-32,-29.6,3.5,-6,1785.7,1300,1071.4,1242.9,1442.9,1357.1,1214.3,1257.1,1338.6
Riverdale,54,7000,Theft Over $500,32,24,57,48,55,55,40,3,40,150,50,25,25,0,-20,457.1,342.9,814.3,685.7,785.7,785.7,571.4,571.4,714.3
Riverdale,54,7000,Vandalism,199,146,193,191,190,179,144,16,152,513,171,-27.6,-23.6,5.6,-11,2842.9,2085.7,2757.1,2728.6,2714.3,2557.1,2057.1,2171.4,2442.9
Riverdale,54,7000,Weapons Violation,82,74,73,78,60,39,38,3,39,137,45.7,-53.7,-52.4,2.6,-15,1171.4,1057.1,1042.9,1114.3,857.1,557.1,542.9,557.1,652.9
Hegewisch,55,10000,Aggravated Assault,10,16,22,18,24,20,12,1,13,56,18.7,20,30,8.3,-30,100,160,220,180,240,200,120,130,187
Hegewisch,55,10000,Aggravated Battery,10,16,19,22,25,28,27,1,25,80,26.7,170,150,-7.4,-6,100,160,190,220,250,280,270,250,267
Hegewisch,55,10000,Arson,0,2,7,3,1,0,1,0,1,2,0.7,NA,NA,0,43,0,20,70,30,10,0,10,10,7
Hegewisch,55,10000,Burglary,25,16,20,15,18,23,26,2,27,67,22.3,4,8,3.8,21,250,160,200,150,180,230,260,270,223
Hegewisch,55,10000,Criminal Sexual Abuse,10,2,3,5,6,2,4,1,4,12,4,-60,-60,0,0,100,20,30,50,60,20,40,40,40
Hegewisch,55,10000,Criminal Sexual Assault,2,7,1,3,6,3,4,1,5,13,4.3,100,150,25,16,20,70,10,30,60,30,40,50,43
Hegewisch,55,10000,Disorderly Conduct,3,0,0,2,3,0,0,0,0,3,1,-100,-100,NA,-100,30,0,0,20,30,0,0,0,10
Hegewisch,55,10000,Drug Abuse,3,2,1,1,8,2,1,1,2,11,3.7,-66.7,-33.3,100,-46,30,20,10,10,80,20,10,20,37
Hegewisch,55,10000,Embezzlement,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,10,0,0,0,0,0,0,0,0
Hegewisch,55,10000,Forgery & Counterfeiting,3,2,7,13,29,31,3,0,3,63,21,0,0,0,-86,30,20,70,130,290,310,30,30,210
Hegewisch,55,10000,Fraud,19,42,57,37,34,31,33,0,29,98,32.7,73.7,52.6,-12.1,-11,190,420,570,370,340,310,330,290,327
Hegewisch,55,10000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hegewisch,55,10000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hegewisch,55,10000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hegewisch,55,10000,Liquor License,0,0,0,2,2,1,0,0,0,3,1,NA,NA,NA,-100,0,0,0,20,20,10,0,0,10
Hegewisch,55,10000,Misc Non-Index Offense,65,70,75,77,101,112,88,9,88,301,100.3,35.4,35.4,0,-12,650,700,750,770,1010,1120,880,880,1003
Hegewisch,55,10000,Motor Vehicle Theft,14,30,21,54,101,99,105,8,105,305,101.7,650,650,0,3,140,300,210,540,1010,990,1050,1050,1017
Hegewisch,55,10000,Murder,0,0,1,0,0,0,2,0,2,2,0.7,NA,NA,0,186,0,0,10,0,0,0,20,20,7
Hegewisch,55,10000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hegewisch,55,10000,Offenses Against Family,2,8,3,4,4,1,5,0,5,10,3.3,150,150,0,52,20,80,30,40,40,10,50,50,33
Hegewisch,55,10000,Prostitution,0,1,2,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,10,20,10,0,10,0,0,3
Hegewisch,55,10000,Robbery,11,8,11,8,10,11,13,2,14,34,11.3,18.2,27.3,7.7,24,110,80,110,80,100,110,130,140,113
Hegewisch,55,10000,Simple Assault,42,38,42,42,46,62,47,2,42,155,51.7,11.9,0,-10.6,-19,420,380,420,420,460,620,470,420,517
Hegewisch,55,10000,Simple Battery,97,79,116,104,115,88,93,14,98,296,98.7,-4.1,1,5.4,-1,970,790,1160,1040,1150,880,930,980,987
Hegewisch,55,10000,Stolen Property,0,0,0,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,20,0,0,0,7
Hegewisch,55,10000,Theft,74,66,81,74,71,109,111,8,111,291,97,50,50,0,14,740,660,810,740,710,1090,1110,1110,970
Hegewisch,55,10000,Theft Over $500,25,27,37,48,45,64,33,0,23,142,47.3,32,-8,-30.3,-51,250,270,370,480,450,640,330,230,473
Hegewisch,55,10000,Vandalism,72,68,79,78,100,91,146,9,149,337,112.3,102.8,106.9,2.1,33,720,680,790,780,1000,910,1460,1490,1123
Hegewisch,55,10000,Weapons Violation,10,8,12,7,22,24,12,1,10,58,19.3,20,0,-16.7,-48,100,80,120,70,220,240,120,100,193
Garfield Ridge,56,35000,Aggravated Assault,22,38,30,46,35,60,42,1,40,137,45.7,90.9,81.8,-4.8,-12,62.9,108.6,85.7,131.4,100,171.4,120,114.3,130.6
Garfield Ridge,56,35000,Aggravated Battery,19,25,34,34,38,42,32,5,35,112,37.3,68.4,84.2,9.4,-6,54.3,71.4,97.1,97.1,108.6,120,91.4,100,106.6
Garfield Ridge,56,35000,Arson,5,5,2,1,5,3,6,0,6,14,4.7,20,20,0,28,14.3,14.3,5.7,2.9,14.3,8.6,17.1,17.1,13.4
Garfield Ridge,56,35000,Burglary,98,66,40,70,66,75,77,2,75,218,72.7,-21.4,-23.5,-2.6,3,280,188.6,114.3,200,188.6,214.3,220,214.3,207.7
Garfield Ridge,56,35000,Criminal Sexual Abuse,12,12,10,16,17,11,13,2,14,41,13.7,8.3,16.7,7.7,2,34.3,34.3,28.6,45.7,48.6,31.4,37.1,40,39.1
Garfield Ridge,56,35000,Criminal Sexual Assault,14,7,7,12,7,7,8,0,7,22,7.3,-42.9,-50,-12.5,-4,40,20,20,34.3,20,20,22.9,20,20.9
Garfield Ridge,56,35000,Disorderly Conduct,9,7,7,6,22,17,15,0,11,54,18,66.7,22.2,-26.7,-39,25.7,20,20,17.1,62.9,48.6,42.9,31.4,51.4
Garfield Ridge,56,35000,Drug Abuse,60,9,11,5,13,29,41,0,37,83,27.7,-31.7,-38.3,-9.8,34,171.4,25.7,31.4,14.3,37.1,82.9,117.1,105.7,79.1
Garfield Ridge,56,35000,Embezzlement,0,0,1,0,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,0,2.9,0,2.9,2.9,0,0,2
Garfield Ridge,56,35000,Forgery & Counterfeiting,19,26,9,91,66,9,7,0,7,82,27.3,-63.2,-63.2,0,-74,54.3,74.3,25.7,260,188.6,25.7,20,20,78
